id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,application_confidence,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,label,cate
10,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49781,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,82749,468,478968,1.63821E+12,1.63821E+12,81519,350,470448,1.63821E+12,1.63821E+12,80707,118,8520,54,1023.435897,669.4881599,1510,66,1344.137143,436.635802,1510,54,72.20338983,9.349399471,86,0,177.1927195,801.4789396,11214,0,233.5787966,919.1970932,11214,0,689.8034188,2417.49051,24136,4,0,0,0,448,10,19,0,1,0,0,0,349,10,0,0,3,0,0,0,99,0,19,0,HTTP,Web,1,1,,,,,,Attack,TCPFlood
11,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49788,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,73045,372,383832,1.63821E+12,1.63821E+12,71077,260,375172,1.63821E+12,1.63821E+12,71072,112,8660,54,1031.806452,675.8823205,1510,66,1442.969231,301.0367399,1510,54,77.32142857,12.28946248,102,0,196.8867925,701.642789,5741,0,274.4285714,826.2187742,5741,0,640.2882883,1743.233481,12533,3,0,0,0,363,8,8,1,1,0,0,0,259,8,0,0,2,0,0,0,104,0,8,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
12,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49795,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,89432,186,178952,1.63821E+12,1.63821E+12,87347,129,174298,1.63821E+12,1.63821E+12,85562,57,4654,54,962.1075269,684.6470697,1510,66,1351.147287,423.9189763,1510,54,81.64912281,7.866046448,94,0,483.4162162,1540.650503,11970,0,682.3984375,1814.534848,11970,0,1527.892857,4207.130815,24772,6,0,0,0,182,9,1,1,3,0,0,0,126,9,0,0,3,0,0,0,56,0,1,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
13,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49802,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,73207,282,291248,1.63821E+12,1.63821E+12,71234,206,285328,1.63821E+12,1.63821E+12,69119,76,5920,54,1032.794326,665.5790246,1510,66,1385.087379,380.0391535,1510,54,77.89473684,10.0340473,94,0,260.5231317,1315.739664,17719,0,347.4829268,1527.409911,17719,0,921.5866667,3325.204798,27531,6,0,0,0,275,9,4,1,3,0,0,0,203,9,0,0,3,0,0,0,72,0,4,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
14,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49809,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,94055,240,275660,1.63821E+12,1.63821E+12,94055,191,271790,1.63821E+12,1.63821E+12,62402,49,3870,66,1148.583333,619.4435563,1510,66,1422.984293,334.5290401,1510,66,78.97959184,8.964024849,102,0,393.5355649,1952.245929,19884,0,495.0263158,2179.835369,19884,0,1300.041667,3512.018653,17574,2,0,0,0,239,10,0,1,1,0,0,0,190,10,0,0,1,0,0,0,49,0,0,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
15,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49816,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,96799,89,65398,1.63821E+12,1.63821E+12,96799,65,63462,1.63821E+12,1.63821E+12,67340,24,1936,66,734.8089888,635.0155846,1510,66,976.3384615,578.5641245,1510,66,80.66666667,6.204252866,86,0,1099.988636,3035.057342,21145,0,1512.484375,3513.926637,21145,0,2927.826087,5855.565415,21183,3,0,0,0,88,9,0,1,1,0,0,0,64,9,0,0,2,0,0,0,24,0,0,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
16,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49823,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,81152,367,389586,1.63821E+12,1.63821E+12,76650,271,382014,1.63821E+12,1.63821E+12,76753,96,7572,54,1061.542234,664.7821187,1510,66,1409.645756,366.1581827,1510,54,78.875,9.869943742,102,0,221.726776,792.9481468,5831,0,283.8888889,882.4225498,5831,0,807.9263158,1928.045638,10414,6,0,0,0,362,8,1,2,4,0,0,0,267,8,0,0,2,0,0,0,95,0,1,2,HTTP,Web,1,1,,,,,,Attack,TCPFlood
17,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49830,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,97628,98,87880,1.63821E+12,1.63821E+12,97628,67,85442,1.63821E+12,1.63821E+12,62031,31,2438,66,896.7346939,711.7960085,1510,66,1275.253731,533.6671117,1510,66,78.64516129,7.382630006,86,0,1006.474227,2965.184189,23929,0,1479.212121,3536.263511,23929,0,2067.7,3727.003198,13396,2,0,0,0,97,8,0,1,1,0,0,0,66,8,0,0,1,0,0,0,31,0,0,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
18,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49837,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,74350,933,952870,1.63821E+12,1.63821E+12,73503,630,927400,1.63821E+12,1.63821E+12,71665,303,25470,54,1021.296892,674.5631322,1510,66,1472.063492,218.0257911,1510,54,84.05940594,8.883896193,102,0,79.77467811,588.0793591,10482,0,116.8569157,726.0608899,10482,0,237.3013245,1338.365465,17663,5,0,0,0,930,15,1,1,2,0,0,0,628,15,0,0,3,0,0,0,302,0,1,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
19,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49844,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,81237,223,228686,1.63821E+12,1.63821E+12,81237,164,224204,1.63821E+12,1.63821E+12,77161,59,4482,66,1025.497758,677.7096822,1510,66,1367.097561,426.3383434,1510,66,75.96610169,6.741446948,86,0,365.9324324,1683.612914,20028,0,498.3865031,1955.153662,20028,0,1330.362069,5046.122686,36814,7,0,0,0,220,8,0,1,3,0,0,0,161,8,0,0,4,0,0,0,59,0,0,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
20,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49851,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,83039,154,145920,1.63821E+12,1.63821E+12,81871,112,142680,1.63821E+12,1.63821E+12,81498,42,3240,62,947.5324675,651.1366348,1510,66,1273.928571,436.1574993,1510,62,77.14285714,8.1706537,86,0,542.7385621,1557.699965,10823,0,737.5765766,1805.51166,10823,0,1987.756098,4329.952083,24553,4,0,0,0,152,9,1,1,1,0,0,0,111,9,0,0,3,0,0,0,41,0,1,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
21,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49858,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,99741,67,53874,1.63821E+12,1.63821E+12,99741,50,52480,1.63821E+12,1.63821E+12,94233,17,1394,66,804.0895522,636.5663033,1510,66,1049.6,550.8104604,1510,74,82,4.242640687,86,0,1511.227273,3980.837101,22921,0,2035.530612,4539.811221,22921,0,5889.5625,14037.59874,53954,3,0,0,0,66,8,0,1,1,0,0,0,49,8,0,0,2,0,0,0,17,0,0,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
22,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49865,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,91138,156,166156,1.63821E+12,1.63821E+12,91138,121,163482,1.63821E+12,1.63821E+12,65236,35,2674,66,1065.102564,661.0950171,1510,66,1351.090909,443.7491784,1510,66,76.4,8.52401452,86,0,587.9870968,1777.218935,10465,0,759.4833333,1999.369695,10466,0,1918.705882,4742.807783,24712,4,0,0,0,154,8,0,1,2,0,0,0,119,8,0,0,2,0,0,0,35,0,0,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
23,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49872,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,92995,89,76522,1.63821E+12,1.63821E+12,89825,66,74796,1.63821E+12,1.63821E+12,77696,23,1726,54,859.7977528,675.2604915,1510,66,1133.272727,568.7201974,1510,54,75.04347826,9.122789948,86,0,1056.761364,2330.739915,14602,0,1381.923077,2653.97869,14602,0,3531.636364,4358.00053,15444,4,0,0,0,83,9,3,1,3,0,0,0,63,9,0,0,1,0,0,0,20,0,3,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
24,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49879,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,91186,34,26584,1.63821E+12,1.63821E+12,89305,28,26152,1.63821E+12,1.63821E+12,86411,6,432,62,781.8823529,716.8371509,1510,66,934,701.4659782,1510,62,72,7.042726745,82,0,2763.212121,6781.147883,32917,0,3307.592593,7402.002054,32917,10,17282.2,25287.67072,61810,4,0,0,0,32,8,1,1,1,0,0,0,27,8,0,0,3,0,0,0,5,0,1,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
25,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49886,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,93577,44,34676,1.63821E+12,1.63821E+12,93577,37,34166,1.63821E+12,1.63821E+12,53931,7,510,66,788.0909091,691.8461927,1510,66,923.4054054,673.3684586,1510,66,72.85714286,7.197883287,82,0,2176.209302,4433.445352,21008,0,2599.361111,4740.601873,21008,888,8988.5,9332.184176,26102,7,0,0,0,40,8,0,0,4,0,0,0,33,8,0,0,3,0,0,0,7,0,0,0,HTTP,Web,1,1,,,,,,Attack,TCPFlood
26,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49893,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,73376,140,139500,1.63821E+12,1.63821E+12,71160,101,136386,1.63821E+12,1.63821E+12,72282,39,3114,62,996.4285714,680.0134906,1510,66,1350.356436,434.2397859,1510,62,79.84615385,9.123533657,102,0,527.8848921,2672.019722,25594,0,711.6,3128.390808,25594,0,1902.157895,8781.710806,54002,2,0,0,0,138,11,1,1,1,0,0,0,100,11,0,0,1,0,0,0,38,0,1,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
27,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49900,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,89391,125,86782,1.63821E+12,1.63821E+12,89391,89,83538,1.63821E+12,1.63821E+12,38465,36,3244,66,694.256,684.1566966,1510,66,938.6292135,670.6726336,1510,66,90.11111111,10.09604669,102,0,720.8951613,2370.232721,20243,0,1015.806818,2768.530287,20243,0,1099,1741.510264,6648,9,0,0,0,119,8,0,0,6,0,0,0,83,8,0,0,3,0,0,0,36,0,0,0,HTTP,Web,1,1,,,,,,Attack,TCPFlood
28,0,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,5353,224.0.0.251,01:00:5e:00:00:fb,01:00:5e,5353,17,4,0,0,1.63821E+12,1.63821E+12,0,1,139,1.63821E+12,1.63821E+12,0,1,139,0,0,0,0,0,139,139,0,139,139,139,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDNS,Network,0,6,netatmo-welcome.local,,,,,Attack,TCPFlood
29,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49914,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,73826,103,103434,1.63821E+12,1.63821E+12,73826,78,101408,1.63821E+12,1.63821E+12,36577,25,2026,66,1004.213592,681.0146359,1510,66,1300.102564,498.9571355,1510,74,81.04,5.45038225,94,0,723.7843137,2603.952835,19666,0,958.7792208,2964.77904,19666,0,1524.041667,2538.269052,11323,4,0,0,0,101,8,0,0,2,0,0,0,76,8,0,0,2,0,0,0,25,0,0,0,HTTP,Web,1,1,,,,,,Attack,TCPFlood
30,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49921,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,74886,854,1071044,1.63821E+12,1.63821E+12,74886,714,1060472,1.63821E+12,1.63821E+12,68742,140,10572,66,1254.149883,547.6968518,1510,66,1485.254902,180.5773645,1510,66,75.51428571,6.827247267,86,0,87.79132474,956.3942412,22881,0,105.029453,1210.819535,28296,0,494.5467626,2530.790234,22881,2,0,0,0,853,10,0,1,1,0,0,0,713,10,0,0,1,0,0,0,140,0,0,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
31,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49928,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,78287,822,872744,1.63821E+12,1.63821E+12,76823,575,852522,1.63821E+12,1.63821E+12,72534,247,20222,62,1061.73236,663.1977502,1510,66,1482.646957,196.0352637,1510,62,81.87044534,8.685061994,102,0,95.35566382,672.0869991,8811,0,133.8379791,801.9900248,8811,0,294.8536585,1444.094661,13022,2,0,0,0,820,9,1,1,1,0,0,0,574,9,0,0,1,0,0,0,246,0,1,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
32,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49949,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,75005,42,41736,1.63821E+12,1.63821E+12,75005,38,41428,1.63821E+12,1.63821E+12,45641,4,308,66,993.7142857,673.2383438,1510,66,1090.210526,633.9054051,1510,74,77,2,78,0,1829.390244,4394.392506,21598,0,2027.162162,4591.761799,21598,4203,15213.66667,10970.72059,26144,3,0,0,0,40,10,0,0,2,0,0,0,36,10,0,0,1,0,0,0,4,0,0,0,HTTP,Web,1,1,,,,,,Attack,TCPFlood
33,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49956,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,63607,216,218828,1.63821E+12,1.63821E+12,63607,167,214990,1.63821E+12,1.63821E+12,61010,49,3838,66,1013.092593,611.588911,1510,66,1287.365269,388.3584911,1510,66,78.32653061,9.195532781,94,0,295.8465116,1092.275936,10072,0,383.1746988,1238.251127,10072,0,1271.041667,3339.028034,19540,1,0,0,0,215,11,0,1,1,0,0,0,166,11,0,0,0,0,0,0,49,0,0,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
34,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49963,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,71898,197,199046,1.63821E+12,1.63821E+12,70036,160,196376,1.63821E+12,1.63821E+12,70735,37,2670,54,1010.385787,562.268232,1510,66,1227.35,370.7848925,1510,54,72.16216216,9.824893309,86,0,366.8265306,1336.749168,12273,0,440.4779874,1485.778975,12273,0,1964.861111,4731.371044,26351,2,0,0,0,188,13,8,1,1,0,0,0,159,13,0,0,1,0,0,0,29,0,8,1,HTTP,Web,1,1,,,,,,Attack,TCPFlood
35,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49970,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,52131,43,40246,1.63821E+12,1.63821E+12,52131,37,39742,1.63821E+12,1.63821E+12,11770,6,504,66,935.9534884,695.9104333,1510,66,1074.108108,651.4731931,1510,78,84,3.346640106,86,0,1241.214286,3767.45152,21110,0,1448.083333,4039.68736,21110,0,2354,2801.082291,6278,2,0,0,0,42,8,0,0,1,0,0,0,36,8,0,0,1,0,0,0,6,0,0,0,HTTP,Web,1,1,,,,,,Attack,TCPFlood
36,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49984,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,61785,318,317020,1.63821E+12,1.63821E+12,61785,215,308602,1.63821E+12,1.63821E+12,35920,103,8418,66,996.918239,685.5245151,1510,66,1435.35814,315.9822796,1510,66,81.72815534,7.705605516,102,0,194.9053628,1285.796526,20511,0,288.7149533,1572.789173,20511,0,352.1568627,1110.471898,6804,3,0,0,0,316,9,0,0,2,0,0,0,213,9,0,0,1,0,0,0,103,0,0,0,HTTP,Web,1,1,,,,,,Attack,TCPFlood
37,0,192.168.137.5,f0:18:98:0c:aa:af,f0:18:98,49991,192.168.137.111,70:ee:50:68:0e:32,70:ee:50,80,6,4,0,0,1.63821E+12,1.63821E+12,59917,153,147210,1.63821E+12,1.63821E+12,59917,112,144132,1.63821E+12,1.63821E+12,54825,41,3078,66,962.1568627,695.2860649,1510,66,1286.892857,514.6851632,1510,66,75.07317073,6.81318664,86,0,394.1907895,1902.740045,19600,0,539.7927928,2218.275424,19600,0,1370.625,6700.173548,42436,10,0,0,0,147,8,0,0,6,0,0,0,106,8,0,0,4,0,0,0,41,0,0,0,HTTP,Web,1,1,,,,,,Attack,TCPFlood
